id,target
23e135506c,1
d5cea167d6,1
bc7ef7d2e6,1
b51a14402b,0
04fd4fdfc9,1
2a5e642436,0
9cd8424767,1
01a4b1e5d5,0
496ee88720,0
9e40502619,0
9289a5aa79,1
ab097a8800,0
011c1524d8,0
46226564e8,1
c1ba2d1152,1
4a1f6105f6,0
55f288094f,0
11db48ce40,0
86ff145c42,1
4363562555,1
8466253e8e,0
994c01378f,0
f2363f0336,0
fa66c35c18,0
d81650e0dc,0
3b4c09425a,0
1ba987f40e,1
10b272d075,0
77b5ead619,1
3c4e487f05,0
2fb7a8112f,1
71b4174b95,1
00c1192389,0
b4c06a894b,1
f3b0b3afb0,1
5707f1cabb,0
5e1aa0aad6,0
b9e9abf66d,0
2343ba47e5,1
c499d8c821,0
11c282d6bd,1
e558382692,0
ad4adb28ec,1
e235e4ad70,1
5c84d3c1df,0
5bb3fa8057,1
b3f86e92a1,1
5a8da1e791,1
151d6bbe79,1
417d4fd7a1,0
7bd8d3c3b7,1
9e5d3fca2e,0
5cb90b65fd,0
73b1380693,1
b605ce0d86,1
2619c2eb1f,1
183537505c,0
4ac9cdb612,0
b327b26c16,0
e1f4de55d2,0
fc8268a8a9,0
93466b5d43,0
b65772d471,0
8a781c91be,1
9cdac59e05,1
1f97153ed6,0
996d034df6,1
4bf4d8651f,0
e4271c783a,1
b806b7181d,0
de8aece5c6,1
51d2cc93d3,0
a76c130987,0
3be1671a2d,0
df731b9e05,1
83771be959,0
9ccf787919,0
d13a3ca1a9,0
5f1065c732,1
0725753a1b,0
6ed0fba4b9,0
e73b51f7eb,1
f9f8c1f77d,0
6667bb735c,1
c6397a19d4,0
4e75fc7107,0
bd6d232323,0
42eba24629,1
011816b69e,1
257627a7a3,1
3030280124,1
28578a2c68,1
8d9707ce3d,0
f2735c0453,1
4e812b7b60,0
96c1639729,0
c34aae9a27,0
acfa0dc69e,1
2d861d7b63,0
022591943a,1
3975b48063,0
430ee89c80,1
7ff309855f,1
c3166757aa,1
1fe55981c0,1
a6460a80df,1
dc68eb581b,1
ce18b5456a,0
93ecae3105,1
ed3252ad3a,0
e1a02f1734,1
413642db61,1
eedbd1a884,0
4dec1202f3,0
0af809d609,1
69c48d605d,0
826ab8d0c5,1
277a93f3f8,1
3b37ee9253,1
8a3d071ee2,1
1f20622665,1
bd17ede6d3,1
9a11316d4e,1
499c231ff3,1
87d7d0cc36,0
d25f52722a,1
be2fec2179,1
2d0cd42180,0
511b02c108,1
9039cbc102,0
85ac192d4e,1
8806de63a5,1
5c2a4878dd,0
9a957dfe95,1
437779d63b,1
aa23221db8,1
2942f8bfe1,0
337afb7d02,1
25c42a39c0,1
efa25b7201,1
8030f47cb8,0
7385117730,0
444e417f2e,1
552b6c46c6,1
8621933b83,1
7ab7a29237,0
1c007515a0,0
e3cbf08138,1
136f006f68,1
8b60e479f1,0
df20c89d86,1
8da2a23f4f,0
fdaa966ee7,1
6d50d082e8,1
57994f642b,0
60c177c6d2,0
e703ab8130,0
706b890262,1
10bba514fb,0
eee370d21e,0
db01603e1a,0
caf4422aeb,1
1f32fd6d1b,1
3829ce3942,1
3ca04b52a3,1
3883dda4b0,1
17aa765951,1
3f02af619a,0
d6f4846668,0
bb142efc84,1
a8ac8f7ab6,0
5dd5ff5f70,1
7a4cf13433,0
ee87446b86,1
10619f6550,0
6ad8aa505f,1
85d408cd1f,0
13b069c7e8,1
e242e313ae,1
031025c568,0
65121d8260,0
a6c404e9ac,0
1f4829fc73,1
ba88bc068e,0
485e66fee4,1
f977fdf03c,1
57c90468d7,0
c2de0fd9b2,1
9331cac732,1
af2db5b2a2,1
97b4f4569d,1
295b218e44,1
cbbe9de488,1
79db499cfc,0
0891a10e0e,0
1a766b1f9b,1
f7edbbb472,1
2f010d0f59,1
e0912c872d,0
8f836bf796,0
0e6447544d,1
c9e03a0755,0
e7f3d2e383,0
26d327ce69,0
ad2f80af01,0
95e6f142dc,0
849f865ea4,0
a99d481158,1
aaf2115f36,0
99a23ec7fd,1
e296f91151,1
0bb4534f70,0
11eddec758,0
20df2b054a,0
dbb913b5c7,0
c37d79fded,1
6f0808ef28,0
6df2bc2c8d,0
f2572f78c5,1
f035284b7e,1
b8fd7423ea,1
bac3a5381a,1
fd05d8ff3d,1
e123e31712,0
c5fa279271,1
ff02c2338b,0
cdfc21b5e9,1
51f195b578,0
ef4f69fb45,1
e479cf75b7,1
86a7fd223d,1
1da5554e37,1
5c102fe8d2,0
1e92b12453,0
4e9c9a3f18,0
0e3ff15880,0
573c167b1d,0
afdb441c17,1
c865d2d87b,1
d14ee2e465,1
d4ce635989,0
bcb746b569,1
78e54bc228,0
f93f21fa8c,1
6bfe3578c3,1
18d2c8cefd,0
f850cb59a1,1
4c2a3043be,0
102c0bb065,1
9ef944b780,1
9250b42eb2,1
c4b140408d,1
1330cb6f20,0
7906181ffe,1
b09e32e2bb,0
1e15954042,0
9b17ffdb1a,0
343321addd,1
b0d602ae88,1
589cfd7c09,1
20f0907580,1
4186154c64,0
51057c91fe,0
199c3f225c,0
5eb9ebcc86,1
7fb15a8701,1
4f5d2a8cfe,0
491c050ca5,0
63f96242db,1
49944ecff8,1
b18e3c8771,0
8e399951bb,0
8c0aa783a6,0
a2da50032b,0
e1dc7e94f9,0
e65c98d4a6,1
cc46dbe917,0
30673a6e0b,0
925cae85b9,1
0bcb9712a9,0
7f93098104,1
b9a8c9474b,1
6aa74bbce1,0
cec7003ee8,0
db3a57fd85,1
87755057b1,0
3b58cdad19,1
bb305a0a39,0
e5202f38db,0
234ee7b3d7,0
8bfaaa7b8f,1
e7d80d8dc5,1
5e32d2b930,1
423691b605,0
b1435db670,0
81dacc2ee9,0
936f53a385,1
d46ba74d06,0
1fbd07ceb2,0
d8b212ef45,0
0f1d30d382,0
5e4d61b4be,0
fc5e9e993c,0
9bef1d2d82,1
9dbc31a2bd,0
d9fd755851,1
513b9c57ce,1
572cb82910,1
01ec116c75,1
4434ca2975,0
feaef47e37,1
c201aa52ae,0
12b600126e,0
45859246f3,0
f5f5a0ea85,0
72060b4e09,0
343b6b7c54,0
faf0aa2ee7,1
53ef3c53d6,0
743233361e,0
43b51ff293,1
7560e77e3c,0
35d356b26b,1
936846fd2b,1
a60654e189,0
531a6c7ba8,1
5a6d476d09,0
5ef370a077,1
350e891804,0
82729f2a7e,1
02bc551e5f,0
80f9c629d9,0
47a361d1f3,0
4ada461305,1
b6c65b1584,1
01352edd30,1
2a1d77ce40,0
a7fc1f7812,0
816bcffafa,0
c9ced5ebce,0
5b05e6bc7e,1
9e3cb406a0,0
0a1f0af6fc,0
07bd65b8c3,0
e9d6742000,1
510a56a6a8,0
b6ec31d310,1
0b5c7b0b8d,1
2bb4dc93b0,1
2337d4aa6c,0
9be04c722f,1
ffee46e148,0
e103aa1724,1
bc32f0406d,1
cf5addea21,1
02672146ab,1
fcb162d857,0
1db18a229b,0
90b8a11dd4,0
ec0fd14739,0
b6e424840c,0
f700273989,1
5ed24b7003,1
504f3bb61d,1
1959455188,0
5304f0097e,0
085899f3d6,1
9edb5a2f27,0
1b5abdc4ad,0
1d982102bb,1
6b6d675c0a,0
095b7229d8,1
8bc3bb7151,1
f10c9cced6,1
b9d5cd2f86,0
5f09d2e793,0
8f28420484,1
87890b39de,0
50c9212b3a,0
0a0cf04efe,1
5719a5965b,0
42b480361c,1
509a36ac0a,0
8a17673ff3,0
2520609bcf,1
77fa8700e4,1
fe7adcf7f2,0
16a5170933,0
b64c765d0d,0
80128186dc,1
2c2f5b2d96,0
2694525629,0
f132707672,0
8177003744,0
085f36c741,0
fbec5be054,1
950bf48a08,0
28e59d0746,0
26f58624db,0
3452aa769c,1
23bab42109,1
47b4193607,1
79076ae972,1
aebbc797a1,1
caabf000b8,0
1b16ee45c3,1
d71236ba19,1
7a159a08d2,1
8b4f7436c3,1
7ae39eb591,1
a1d5d25f20,1
3c9a160d9f,0
f1ad6a7fa4,0
41629b828a,1
6a266e9f5a,1
ae92487cc6,1
a0de3e0be0,1
bb72987623,0
9e4ea43e49,0
9ce90a8dca,1
c6d395fc52,1
64301d9bf3,0
72e310d57e,0
7c7ba2d33b,1
549ce06e8a,0
c1d31f6bbd,1
2aa98b5c0e,1
042c42a5d8,1
216e2699cf,0
a0cdbb777b,1
4f6d4923bc,0
9d23fd815e,0
6401b9dce4,0
ccb5589001,1
da20adce76,1
782e7455da,0
f32f64a86a,0
c9627ee366,1
860ce058cd,1
4cb3b63af4,0
9eeb84e8db,0
1a3e64356e,1
36f2b95d4e,1
8df6632278,0
7f158100d4,0
152a42093d,1
a8d9a5e096,1
6464736017,0
9b6c1a79e4,0
a787736647,0
a660bd8617,0
f1588e7f39,1
958b2e760b,0
0e007e69d5,1
7ca48fded3,0
2ebd110d23,0
53d1232b16,1
02e57f7fcf,0
d89e2c0d4c,1
e8b65e5a30,0
f9e12d9f3c,0
63f0c395c5,0
28683e493e,1
209697a073,1
786b5f6697,0
abc2be860d,1
3c0fc171e8,0
e3a36e98bb,0
983c170f3b,1
672679e389,0
6f2fe70852,0
846887a001,1
8fa21cc61c,1
4ae7e78cad,1
0c73376fa7,1
258f7875ba,1
c2e5b52233,0
cc67792241,0
84f014d73e,0
bb984f6b45,0
2046517281,0
3245bfa18a,1
50cdd965c1,0
dc49f9c9c1,0
ad566ec3b9,1
1ba42eee9b,1
dcb7ffbf8b,0
5f03c84409,0
4070c1aa8a,0
56c900c2f0,1
19df7dcb56,1
b6c0f73900,0
99778b6326,0
d391c244b4,1
6cabb56cca,0
aa6acdaabe,0
09d9862f8f,1
389d520dca,1
5f860f9453,1
cda5514a77,0
d6e854e017,0
db42852c10,1
1c947bd8c2,1
e7af545fe7,1
e75abc14b9,0
1ba37192db,0
e65d0cacf5,0
30a02094d6,1
1ce39a48dd,0
a459a4d310,1
9bc7c28a3d,1
f341a4c55b,1
04c41517e1,0
8575977a07,0
3a16973071,0
8a0966fd2a,0
3723aa8a2b,0
e4c3806624,0
c6b2b47499,0
9adc318141,1
cf539acb5f,0
19fc91a3e4,0
69ec029f76,1
24cd29b717,0
4eb9e061ee,1
dd44ab9d9b,0
f3879e8f4a,0
d3d4660f74,0
388290bdad,0
c1cc2be6fc,1
eb46aa11d0,0
2e985a6654,0
5393afec44,1
abb10a3915,0
4ac41c85f1,0
ca09a07f69,0
d8218372b8,0
e922601bc4,0
3a15c5cfac,0
658b080f79,1
2699f128e4,1
5308860c71,0
384575af80,1
60e3c8a356,0
4025ecfd6f,0
fc1c0c6c3a,1
99c00f4859,1
46a08696fe,1
08acb8aadd,1
58c083db9b,0
1156d8dac8,1
7507ca7608,0
7b66582d52,1
51ae53c62f,0
c279d29178,0
d287d67aea,1
a9190cf429,1
2161d00753,1
1330202ecb,1
d7bf2effc9,1
b6e21c8ad8,1
5285e26b68,1
022c753c76,0
30794b629e,1
4aa1a4608c,0
ca8906182c,0
de64594d4a,1
ccb0bf5d4f,0
a2c700966f,0
7a7903b778,0
f118f3940f,1
c200ede163,0
a6f1388f87,1
67970df17e,0
c20fabd95f,0
fcd98dad89,0
409998754c,1
88432b2964,0
5478522e94,0
3ed1aa0d16,1
9d0ffe86ff,1
60fefd169c,0
f8a46118c5,0
2f25300ceb,0
636ce38b57,0
3dff65ea61,0
6a548f863d,1
40cc800145,0
8a57a542af,1
70e96afb58,0
8662ab8037,1
086eacaa64,0
e2119ef3dd,1
830009ffd1,1
44470c3edf,0
8cd898440c,0
a424db8bff,1
cd3d0d3796,1
96548b5df8,1
9cb7f8ef4b,0
2014e30eb6,0
acf9a3dc0a,0
2eb6e149d7,0
2ca01c0575,1
b162338c5e,0
f9b4ee61d1,0
fa9bc333df,1
9eac88588c,1
ce9c4a1e5d,1
5c573aca6d,0
f248d446dd,0
838037fb18,1
bea1e16b87,0
a12c6968f9,1
7aa004cf82,1
2b5b434d72,1
a8c4e73e59,1
b7ff435e65,1
d129131dd5,1
d844b6b70c,1
0f5ab85695,0
f646dc4231,0
08e3faaa0f,1
d44b7cb825,1
41e371b0e1,1
3c57442533,1
9774cd0d74,1
9dd364022c,1
71f6b3f7c4,0
1b47582d28,0
1f2334f2c9,1
41552cc56e,0
8fb33c7f93,1
2f79036f08,1
c0db7269be,0
4a77af03f0,1
70e969a84a,1
24dbac620a,1
be154422a8,1
9dc163f689,0
f51f11c718,1
ab4cae5f43,1
aca5561257,1
79b7888b22,1
d104d8321f,1
bb187ccce3,0
3070cd7735,1
30c52a7031,0
01ca4f1524,1
1905f46152,1
90fac0d871,1
7f6fd36c58,0
978e7b7541,0
b50505faa0,0
85defd6510,1
b3058d701e,0
1aaa4a153e,1
a76be29ab1,1
463b9492f6,0
eb9a880cfd,1
b97a86d95f,0
d425f7da73,1
124b1a4e3b,1
d3a5ad57e6,0
abe6dbfb23,0
9a510ad5e8,1
a276a64787,0
84a9942349,1
f114219732,0
73840dda90,0
03aab6531a,0
faafd03815,1
31b7dd3958,1
7c20be377a,0
6c79dfef77,0
e8eb7debce,0
90e645ac60,0
7f90fdcbd4,1
7668e3fc4b,0
62373a50ea,0
e3860ef22b,1
128810115b,1
213ab97a9d,0
b2e7f6dbd6,1
da87f3e3ad,1
b57e98c454,1
31d1cd80e6,0
b833ddb125,1
06d7ca36c2,1
cebf28fb5a,0
664c48f73f,1
8757b0918b,0
021721fd68,0
ef19f6c225,1
b908bd57ad,1
3ea5b05388,0
097448e831,0
7767f178df,1
7ae10d3c1d,0
fe3b4d9404,0
30c6a284fa,0
333c5fab70,1
b73ca612b4,0
321e5d1bd4,0
a6d6855e7a,1
27635a9c27,0
4cae0595ee,1
6719b5a48a,1
62be1dcb9b,1
b9e93fe0c2,0
4d44734aa4,1
46a5137848,1
9afb98b0a7,1
bb7226243b,1
2681319017,1
dca4354c5c,0
6b91e796ca,1
55fa0f90a1,0
c6f135b803,0
2470dcff94,1
e2eeb7c319,1
10905c5235,0
dcede114cc,1
18c5c8ceca,1
819081fc2b,1
dc693bbc88,0
a477856a9d,0
f155e8de8b,0
149e748fbb,1
6092680867,0
d7dc5afc1d,0
fcdc5ac998,1
9cfd4c2ce9,0
6dc9763f25,1
77ee7666e6,1
ff0d13ba01,1
32bfac3535,1
196e65b7df,1
d1bca38498,1
c855f211a2,0
cb1dce4fa3,1
effa8fff05,1
02667f106f,0
bda64251dd,1
0197e27a47,1
4ae8ddb3a7,0
010d04eaa8,1
9cd93eeb3d,0
94fae8f7ef,1
edd586df02,0
71feaee5cc,1
06ec8e9fb0,1
db2667f7fe,0
cc75c434bb,1
d5881cbd16,0
3a606fcec1,0
41b967472c,0
a2060d57e8,0
c5ad37abeb,0
f5278729ef,0
88f5c9b81c,1
abcf21810c,1
5b0f4e07a1,0
ebb8fb77c7,0
ea3b1c9afe,0
892761ea79,1
9e8eeacbb3,1
5113f3313e,1
2750163c0b,1
5944b74138,0
a6cfb54696,1
8fccc29de7,1
c5430c0ad5,1
915be2fe7c,1
822019fe5e,1
1b8fb83481,0
06c9643e3f,0
e672714b7c,1
f4ec2d3596,1
3911eecb8e,0
4906347e1f,0
525f2d124d,1
d5cf2255ac,0
ca8dd11686,0
89225005d5,0
fd38cb1a5a,1
a1e16dab4a,0
12deeeeb1b,1
a1ab55ddde,0
3dcc0f3730,1
b0cd4eb30f,0
10c730b3cc,0
a5b3e41988,0
4349a1983b,1
998faaadd9,0
353cb8252f,1
2ed0958968,0
236efe7a37,0
abd1baab98,1
0309fcfd81,1
1db8ff12bc,0
ea45f76bc1,0
555cb3fe7f,0
90081cfb46,1
f7f26f5751,1
aedff14cdf,0
df147163a4,0
e1ea18a770,1
9c29e427ed,1
12d5b7aa47,0
0753eb4ed1,0
0facd5ac2b,1
1b96fe1e8e,1
64a2354a8d,1
ce0ce68f0e,1
aff1fe36b6,1
e27467b60b,0
ff897caa5f,1
3ecdb1b2f0,0
360278ee46,1
f2c7e0f661,1
63ec514a18,0
27eb804575,0
9906db0f84,0
6786222c74,1
7ffe7c5c42,1
f55c09c229,1
7e9e4e22ba,0
6ff33c2b34,0
a015a4511a,1
45818ac4f7,0
60f2460de7,1
0ca05a5f77,0
4bd40992cf,1
b7e75d4805,1
bd6a325f1c,1
2d4e538ba9,0
5af16046d7,1
6f721849dd,1
95ffe20c32,1
cfd0bc6e7d,0
f54b5f0397,1
886c72fedf,0
c5737f1e25,0
210407aac6,0
12c475b0aa,0
bdecdf6765,0
9fde52e32c,1
6e471eead2,1
2dbaf35f3b,1
2596a0cb2e,1
b5cb2118b1,0
79eb2a20bb,0
956df12add,0
84dd5423d8,1
caa381299e,1
9220ce93d9,1
7d16fe1289,0
8c07d30b4c,1
24a1a0220e,0
83638b9ab4,1
ce8e5064ab,0
e1f780b2de,0
982ef4419d,0
86610fe364,1
637d9c20ad,0
e557e926ea,0
bbaa30311a,1
d2dd210a04,0
8e1427dd7c,1
f569e39771,1
0a2cf1a77e,0
10c4ff5d78,0
fb9fbb13bb,1
1c44d3ba26,1
e2b800c3d4,0
52446c1961,0
226f0bda38,1
bd1027177e,1
c205694e33,0
2bb7c8c494,1
f1862db7ea,1
04518ec730,1
dd196cb265,1
e9e04f6153,1
c5420e3046,1
6d25cc0705,1
bd2dcddb93,1
0c4be0ea28,0
f03120cadf,1
b43eb88363,0
2a7644a6e4,1
4d3951820e,0
f1fa5aeae9,0
90e3591d96,1
ebd83c243e,1
9743accb56,0
0e865fd635,0
31e1b32e57,0
a8c595c26e,0
3d53a42f2f,1
114a4e12be,0
e642f6e467,0
c7262f8e5c,0
873c3e7c6f,0
01e07e9d28,1
aefddcba52,0
e6ade789eb,0
fe0499cd41,1
b268695ac1,0
e13dd4fc32,0
d90ba8f3fe,1
fff3d2908d,1
40060443c3,0
c96ddf8341,0
ea03d954d9,1
1c0d9d7be2,1
6ef10906a8,1
fe7c3a934c,1
fa4aa3fc37,0
a68008145a,0
0cc98cf95b,1
712bb00be4,0
c7dbeb2473,0
139730a324,1
529fb950bc,1
04871bf600,1
ed6f224a0c,0
dad656c8ce,0
5847e87abb,0
5e62346270,0
82b45d5fa7,0
8a33d2520c,0
d49aece9bf,0
97bfa6ae66,1
1fd64a898d,1
33d3bb0f4e,0
ce6d08cd3f,1
f8cd814538,1
3941a1a8a0,1
00ce8312ad,1
266a0b3ee0,1
2b092e8169,0
cc2c9670b7,1
c6cc982fec,1
d9cb718805,0
eda2cde6ac,1
bbce9e08fe,1
bd4f1ee557,1
3f491d7dc0,0
e6c5ecb2ca,1
a0a09742b3,0
f008888abc,0
653cccb89a,1
ad90c881e1,0
60ee4164c5,0
61efbead89,0
85160c198c,1
c1edd34d98,0
9340e1794b,0
d7fe3d13c0,1
6459a98730,0
ac4b5454a3,0
0bead492c8,1
e6b12657f9,0
8e81269955,0
b3eb93f1f2,1
99afa5f9f1,1
df5f073a10,0
5442c8817e,0
c699408dcf,1
a3fe7febb1,1
8081a1083e,0
aa5d2c7682,1
f74176709a,0
9b15a9c24c,1
643a1c1b0f,0
66242da6b4,1
cec7ae8667,0
3a530c9a00,1
0648ec3eec,1
fb1b748784,0
88a393d0b5,1
8a9dea1511,1
4db4deb643,0
9d0529d426,0
f4d5bfa37f,0
74565b337b,0
0b6933e195,1
095a9c8a54,1
0768b7851e,0
9bb202f3f2,1
7e23bb5e16,0
2365a33c7f,1
fd3437817c,1
ba17373322,0
28c6e31bd4,1
816eb6e795,1
26ede6f3a8,0
d58b32be58,0
8dc87d25d0,0
967ee34692,1
172f938598,1
2e15c06a3d,0
7813d81945,0
45c1808f32,1
cb18ab07c5,1
53c8419ae4,1
5226834fef,0
f764c970d8,1
1dcf100b1d,1
a3c1c8b568,0
2564247a9e,1
eb8550d91f,0
2cb36d52f1,1
f043953307,1
dfc0d53693,0
bd1b7d658e,1
18f2f5ccdf,0
7e52661c1a,1
a0d3c2648a,1
e65ccb57f3,1
10c14de57a,0
00fa9f14f1,0
4c2e70f407,1
8bb6756e36,0
10c669ce61,0
98c3623b4d,1
6e57d82bf4,0
241598167c,1
8a3d2e66b7,1
a3dc242534,0
5da5be5589,1
00427dc64a,1
1e5e110d1d,1
2498a82db1,0
fe8a12bc56,0
3e70940026,1
f8cd405339,0
4fcd0cee45,0
2bb61c3b37,1
b103fbe2e0,1
6d7501b2f8,1
0b0984b8a4,1
ae9a578a8d,0
fdf101df6e,0
ea7d4d0251,1
611a6801c0,0
8bfb6d2b62,0
938af3cd14,0
cfbf72f9a6,0
ee3a439f3f,1
4c197ba6f7,0
661ce4238d,0
9fc542d6a6,0
61d8293bc7,1
05b3e4413c,1
1f63edbceb,0
267561ea59,1
623e9cf718,1
61395fa7ab,1
31bed1113a,1
d5bcb94679,1
dd3c0e5037,0
26afd24038,1
58cb89a47d,1
c8b92fb9ab,0
1a2b936e37,1
5a57696716,1
8fe9e4f989,0
e0fe4c9829,0
64c1ad8773,1
77f49893da,1
46b0210a22,0
7ab997f81e,0
19526ec541,1
a68cbf95b1,0
76aa9b781d,1
b966b943ba,0
f9bd2694a3,1
3792faefbd,0
2cb791117e,1
258ff40ac7,0
099238c3b1,0
df3b16a326,1
ba77a58e76,0
ab9cf81400,1
4c01bb5aea,1
ef8d3cfcfe,0
6a304c55ae,1
e92b4e37b4,0
24510d6761,1
134e2489de,1
0ab2bcf424,1
aa0a8c9e7a,1
7d9a0cc08a,0
a355cf768b,1
ea676f381b,1
0afe27621a,0
47cb0fd0d4,1
e994f45e5e,1
dace3e1079,0
c10d252ef8,1
d7cd792286,0
146f5e43e9,0
9acf2c14ad,0
48813d8818,1
67721246d8,0
69f8d80476,1
b020d57148,0
ee2ca135ad,1
67b2027d89,0
3d6dc0a381,0
68db51cfad,0
a5dba53a8b,1
d07ce397c0,0
65cc7bca69,0
59a06de76e,0
13daf4b683,1
dc1f28b3f5,0
6f1bc2d454,1
ffecb113d7,1
c6de715dea,1
d70b810ae4,0
cbcee315a7,1
fef65d18b1,1
4df0f9c27d,1
f4c0afa391,0
f178e58ae0,0
c10a375741,1
a74591d2c4,0
e12177b635,0
9637eb00aa,0
8b1c4111f0,1
ab87df2163,0
4ce48c59c6,0
65add19786,1
c1107d36af,1
918ed652d7,0
b02890bbfc,0
dba2e764ce,1
0040c171ac,0
90f40511fe,0
987fd4e076,0
c76e64a9f1,0
90e1161c46,0
d690be23b3,1
399dd7d969,1
58ff148807,1
d298e61b68,0
622119fcf7,0
019e22168e,1
97dc11efb3,0
6039f7800d,0
cbac6c1a60,0
3722700886,0
ac258cb738,0
b8f0a0861e,0
4968d3ef43,0
4773694646,1
ec25da84ef,0
a5849695c7,1
fa03b606e8,0
b01e1ca842,1
4b99cabfc2,0
cb5dbda8fc,0
b46cea380b,0
b253e1902b,1
d40036e761,1
7168d4f9e5,0
1835a133da,0
090270ba50,1
a7cc52df3c,1
ff6f760a5b,1
3c0a28c223,1
d4bf4893e2,1
68c1985e4d,1
0dc4375e4f,1
7753fc290f,0
c6776cb576,0
658033f10f,1
d57d5d50de,0
988b40f412,0
8d113ce236,0
e1bdeb987a,0
8f054d4bfb,0
33383ab5fd,1
3b5700c01a,0
faf17dfadc,0
b13af5afa0,1
c07bc46047,0
1e40f2c915,0
96caa266ed,1
6ac2485d27,0
01ef63e413,0
38e883adf1,1
b573615b91,1
3e637564a5,0
b1427ab505,1
da0d1c9d5b,1
80de074da0,0
f3a5e28439,0
edde87bc2f,1
d92329fc07,0
d697c2d002,0
1bd310a358,1
a26549e77b,0
38af627d1a,1
c950c80fda,1
6c691ac013,0
ed6265b4c8,1
cd406c7b0f,1
65ac63556f,0
a690e95be8,0
f28f7bf703,1
1c80a41ca8,0
c0000ec52d,0
cf22cb771b,1
b9c1085ff3,0
83dca4a00e,1
2cadb30249,0
a1621ecadc,1
3063e726f6,0
545cbe7f56,1
24670f318a,0
264b661a9b,1
cd0f7dca63,1
f02ba4430f,1
4f36e95628,1
ab3cfabfa8,0
a1aa8de24c,0
704f473614,0
5926853aab,1
a2be5c72e3,1
750145c934,1
2945396cb6,0
c178ab919a,0
73a5df3dcb,0
b373410754,0
2ef81288e1,1
7a674f73d1,0
666bbb7fbb,0
c262e9033c,0
86437ec3f0,1
97a8842b3f,0
1e9b4d11ca,0
1dc4d490d7,0
34ec5ca235,1
4877258526,1
2ff8004afd,0
a23b54d82e,1
9506650aca,1
0f856c572a,0
b977568ca1,0
317a9971e0,0
ec560b9c37,1
ed45960228,0
2c79f4005d,0
6705165350,1
30597b12ff,1
6b11f46552,0
99b2255b25,0
0dc438673d,0
3e8db0ae7f,0
70398aecd1,0
354ba5714e,0
62529a8547,1
a6871452b8,1
9248cecc24,0
4812b22e7d,1
e2e86c1c7c,1
47d5335d36,1
1438b59926,0
31ec44d100,1
943f761e1e,0
97f5d515c3,0
ae8d435444,1
7ce2fcdf14,0
b6c59ebe8b,0
e0ed6e6fac,1
d8cd590f3b,1
c109f551c6,1
d763bc3e1f,0
6e499744e6,1
fbf7f050d2,1
477080017f,0
ea7b249a3b,1
818ff19897,1
4965ca7637,0
ee1723c42e,1
bb06dbfa57,0
6a55503cdc,0
872332f340,0
895715ed74,0
532a0c15a8,1
d734daace5,1
59802c1a0a,1
1a23ef1f54,1
3e2cc405f9,0
8d47b77ad8,0
694cae3154,0
22af1b8bb9,0
db42fb2312,0
14b97b695a,1
a440575b8e,0
58480e1cee,0
b5c7c9b8b1,1
c9ccd609f1,0
bac7e3aa56,0
5cb06d59a2,0
5082fce326,1
54ad8ca405,1
2da7235d4a,0
4cb9adf1c5,1
2b257a52a5,1
26694287db,0
